    S:oredict.plateAbyssalnite.name=Пластина (Abyssalnite)
    S:oredict.plateTinyConcrete.name=Крохотная пластина (Concrete)
    S:oredict.plateTinyConductiveIron.name=Крохотная пластина (Conductive Iron)
    S:oredict.plateTinyConstantan.name=Крохотная пластина (Constantan)
    S:oredict.plateTinyCopernicium.name=Крохотная пластина (Copernicium)
    S:oredict.plateTinyCopper.name=Крохотная пластина (Copper)
    S:oredict.plateTinyCoralium.name=Крохотная пластина (Coralium)
    S:oredict.plateTinyCosmicNeutronium.name=Крохотная пластина (Cosmic Neutronium)
    S:oredict.plateTinyCrimsonwood.name=Крохотная планка (Crimsonwood)
    S:oredict.plateTinyCrystalMatrix.name=Крохотная пластина (Crystal Matrix)
    S:oredict.plateTinyCrystallineAlloy.name=Крохотная кристаллическая пластина (Alloy)
    S:oredict.plateTinyCrystallinePinkSlime.name=Крохотная кристаллическая пластина (Pink Slime)
    S:oredict.plateTinyCurium.name=Крохотная пластина (Curium)
    S:oredict.plateTinyCyanite.name=Крохотная пластина (Cyanite)
    S:oredict.plateTinyCypress.name=Крохотная планка (Cypress)
    S:oredict.plateTinyDacite.name=Крохотная пластина (Dacite)
    S:oredict.plateTinyDamascusSteel.name=Крохотная пластина (Damascus Steel)
    S:oredict.plateTinyDarkIron.name=Крохотная пластина (Dark Iron)
    S:oredict.plateTinyDarkOak.name=Крохотная планка (Dark Oak)
    S:oredict.plateTinyDarkThaumium.name=Крохотная пластина (Dark Thaumium)
    S:oredict.plateTinyDarkwood.name=Крохотная планка (Darkwood)
    S:oredict.plateTinyDarmstadtium.name=Крохотная пластина (Darmstadtium)
    S:oredict.plateTinyDeadrock.name=Крохотная пластина (Deadrock)
    S:oredict.plateTinyDeepIron.name=Крохотная пластина (Deep Iron)
    S:oredict.plateTinyDeepslate.name=Крохотная пластина (Deepslate)
    S:oredict.plateTinyDesh.name=Крохотная пластина (Desh)
    S:oredict.plateTinyDesichalkos.name=Крохотная пластина (Desichalkos)
    S:oredict.plateTinyDiorite.name=Крохотная пластина (Diorite)
    S:oredict.plateTinyDouglasFir.name=Крохотная планка (Douglas Fir)
    S:oredict.plateTinyDraconium.name=Крохотная пластина (Draconium)
    S:oredict.plateTinyDraconiumAwakened.name=Крохотная пластина (Awakened Draconium)
    S:oredict.plateTinyDreadium.name=Крохотная пластина (Dreadium)
    S:oredict.plateTinyDreamwood.name=Крохотная планка (Dreamwood)
    S:oredict.plateTinyDubnium.name=Крохотная пластина (Dubnium)
    S:oredict.plateTinyDuralumin.name=Крохотная пластина (Duralumin)
    S:oredict.plateTinyDuranium.name=Крохотная пластина (Duranium Alloy)
    S:oredict.plateTinyDysprosium.name=Крохотная пластина (Dysprosium)
    S:oredict.plateTinyEbony.name=Крохотная планка (Ebony)
    S:oredict.plateTinyEclogite.name=Крохотная пластина (Eclogite)
    S:oredict.plateTinyEfrine.name=Крохотная пластина (Efrine)
    S:oredict.plateTinyEinsteinium.name=Крохотная пластина (Einsteinium)
    S:oredict.plateTinyElderwood.name=Крохотная планка (Elderwood)
    S:oredict.plateTinyElectricalSteel.name=Крохотная пластина (Electrical Steel)
    S:oredict.plateTinyElectrotineAlloy.name=Крохотная пластина (Electrotine Alloy)
    S:oredict.plateTinyElectrum.name=Крохотная пластина (Electrum)
    S:oredict.plateTinyElectrumFlux.name=Крохотная пластина (Electrum Flux)
    S:oredict.plateTinyElm.name=Крохотная планка (Elm)
    S:oredict.plateTinyElvenElementium.name=Крохотная пластина (Elementium)
    S:oredict.plateTinyElvorium.name=Крохотная пластина (Elvorium)
    S:oredict.plateTinyEmpty.name=Крохотная пластина (Empty)
    S:oredict.plateTinyEndSteel.name=Крохотная пластина (End Steel)
    S:oredict.plateTinyEnderium.name=Крохотная пластина (Enderium)
    S:oredict.plateTinyEnderiumBase.name=Крохотная пластина (Enderium Base)
    S:oredict.plateTinyEndium.name=Крохотная пластина (Endium)
    S:oredict.plateTinyEndstone.name=Крохотная пластина (Endstone)
    S:oredict.plateTinyEnergeticAlloy.name=Крохотная пластина (Energetic Alloy)
    S:oredict.plateTinyEnergeticSilver.name=Крохотная пластина (Energetic Silver)
    S:oredict.plateTinyEpidote.name=Крохотная пластина (Epidote)
    S:oredict.plateTinyErbium.name=Крохотная пластина (Erbium)
    S:oredict.plateTinyEthaxium.name=Крохотная пластина (Ethaxium)
    S:oredict.plateTinyEtherealwood.name=Крохотная планка (Etherealwood)
    S:oredict.plateTinyEucalyptus.name=Крохотная планка (Eucalyptus)
    S:oredict.plateTinyEuropium.name=Крохотная пластина (Europium)
    S:oredict.plateTinyEximite.name=Крохотная пластина (Eximite)
    S:oredict.plateTinyFarnsium.name=Крохотная пластина (Farnsium)
    S:oredict.plateTinyFermium.name=Крохотная пластина (Fermium)
    S:oredict.plateTinyFerrite.name=Крохотная пластина (Ferrite)
    S:oredict.plateTinyFierySteel.name=Крохотная пластина (Fiery Steel)
    S:oredict.plateTinyFigwood.name=Крохотная планка (Figwood)
    S:oredict.plateTinyFir.name=Крохотная планка (Fir)
    S:oredict.plateTinyFlerovium.name=Крохотная пластина (Flerovium)
    S:oredict.plateTinyFlerovium298.name=Крохотная пластина (Flerovium-298)
    S:oredict.plateTinyFluorite.name=Крохотная пластина (Fluorite)
    S:oredict.plateTinyForce.name=Крохотная пластина (Force)
    S:oredict.plateTinyFoxfirewood.name=Крохотная планка (Foxfire)
    S:oredict.plateTinyFrancium.name=Крохотная пластина (Francium)
    S:oredict.plateTinyFrozenIron.name=Крохотная пластина (Frozen Iron)
    S:oredict.plateTinyGabbro.name=Крохотная пластина (Gabbro)
    S:oredict.plateTinyGadolinium.name=Крохотная пластина (Gadolinium)
    S:oredict.plateTinyGaiaSpirit.name=Крохотная пластина (Gaia Spirit)
    S:oredict.plateTinyGallium.name=Крохотная пластина (Gallium)
    S:oredict.plateTinyGermanium.name=Крохотная пластина (Germanium)
    S:oredict.plateTinyGiganteumwood.name=Крохотная планка (Giganteumwood)
    S:oredict.plateTinyGildedIron.name=Крохотная пластина (Gilded Iron)
    S:oredict.plateTinyGingko.name=Крохотная планка (Gingko)
    S:oredict.plateTinyGlowstoneRefined.name=Крохотная пластина (Refined Glowstone)
    S:oredict.plateTinyGneiss.name=Крохотная пластина (Gneiss)
    S:oredict.plateTinyGold.name=Крохотная пластина (Gold)
    S:oredict.plateTinyGold198.name=Крохотная пластина (Gold-198)
    S:oredict.plateTinyGoldInductive.name=Крохотная пластина (Inductive Alloy)
    S:oredict.plateTinyGoldwood.name=Крохотная планка (Goldwood)
    S:oredict.plateTinyGranite.name=Крохотная пластина (Granite)
    S:oredict.plateTinyGraniteBlack.name=Крохотная пластина (Black Granite)
    S:oredict.plateTinyGraniteRed.name=Крохотная пластина (Red Granite)
    S:oredict.plateTinyGraphene.name=Крохотная пластина (Graphene)
    S:oredict.plateTinyGraphite.name=Крохотная пластина (Graphite)
    S:oredict.plateTinyGrayschist.name=Крохотная пластина (Gray Schist)
    S:oredict.plateTinyGreatwood.name=Крохотная планка (Greatwood)
    S:oredict.plateTinyGreenheart.name=Крохотная планка (Greenheart)
    S:oredict.plateTinyGreenschist.name=Крохотная пластина (Green Schist)
    S:oredict.plateTinyGreenstone.name=Крохотная пластина (Greenstone)
    S:oredict.plateTinyGreywacke.name=Крохотная пластина (Greywacke)
    S:oredict.plateTinyHSLASpringSteel.name=Крохотная пластина (Spring Steel)
    S:oredict.plateTinyHSLASteel.name=Крохотная пластина (HSLA-Steel)
    S:oredict.plateTinyHSLATungstenAlloy.name=Крохотная пластина (Tungsten Alloy)
    S:oredict.plateTinyHSSE.name=Крохотная пластина (HSS-E)
    S:oredict.plateTinyHSSG.name=Крохотная пластина (HSS-G)
    S:oredict.plateTinyHSSS.name=Крохотная пластина (HSS-S)
    S:oredict.plateTinyHaderoth.name=Крохотная пластина (Haderoth)
    S:oredict.plateTinyHafnium.name=Крохотная пластина (Hafnium)
    S:oredict.plateTinyHassium.name=Крохотная пластина (Hassium)
    S:oredict.plateTinyHawthorn.name=Крохотная планка (Hawthorn)
    S:oredict.plateTinyHazel.name=Крохотная планка (Hazel)
    S:oredict.plateTinyHellbark.name=Крохотная планка (Hellbark)
    S:oredict.plateTinyHemlock.name=Крохотная планка (Hemlock)
    S:oredict.plateTinyHepatizon.name=Крохотная пластина (Hepatizon)
    S:oredict.plateTinyHickory.name=Крохотная планка (Hickory)
    S:oredict.plateTinyHolly.name=Крохотная планка (Holly)
    S:oredict.plateTinyHolmium.name=Крохотная пластина (Holmium)
    S:oredict.plateTinyHolystone.name=Крохотная пластина (Holystone)
    S:oredict.plateTinyHornbeam.name=Крохотная планка (Hornbeam)
    S:oredict.plateTinyIgnatius.name=Крохотная пластина (Ignatius)
    S:oredict.plateTinyIndium.name=Крохотная пластина (Indium)
    S:oredict.plateTinyInfinity.name=Крохотная пластина (Infinity)
    S:oredict.plateTinyInfuscolium.name=Крохотная пластина (Infuscolium)
    S:oredict.plateTinyInolashite.name=Крохотная пластина (Inolashite)
    S:oredict.plateTinyInvar.name=Крохотная пластина (Invar)
    S:oredict.plateTinyIpe.name=Крохотная планка (Ipe)
    S:oredict.plateTinyIridium.name=Крохотная пластина (Iridium)
    S:oredict.plateTinyIroko.name=Крохотная планка (Iroko)
    S:oredict.plateTinyIron.name=Крохотная пластина (Iron)
    S:oredict.plateTinyIronCompressed.name=Крохотная пластина (Compressed Iron)
    S:oredict.plateTinyIronMagnetic.name=Крохотная пластина (Magnetic Iron)
    S:oredict.plateTinyIronwood.name=Крохотная планка (Ironwood)
    S:oredict.plateTinyJacaranda.name=Крохотная планка (Jacaranda)
    S:oredict.plateTinyJapaneseMaple.name=Крохотная планка (Japanese Maple)
    S:oredict.plateTinyJunglewood.name=Крохотная планка (Junglewood)
    S:oredict.plateTinyKalendrite.name=Крохотная пластина (Kalendrite)
    S:oredict.plateTinyKanthal.name=Крохотная пластина (Kanthal)
    S:oredict.plateTinyKaolinite.name=Крохотная пластина (Kaolinite Clay)
    S:oredict.plateTinyKapok.name=Крохотная планка (Kapok)
    S:oredict.plateTinyKimberlite.name=Крохотная пластина (Kimberlite)
    S:oredict.plateTinyKnightmetal.name=Крохотная пластина (Knightmetal)
    S:oredict.plateTinyKomatiite.name=Крохотная пластина (Komatiite)
    S:oredict.plateTinyKreknorite.name=Крохотная пластина (Kreknorite)
    S:oredict.plateTinyLanthanium.name=Крохотная пластина (Lanthanium)
    S:oredict.plateTinyLarch.name=Крохотная планка (Larch)
    S:oredict.plateTinyLawrencium.name=Крохотная пластина (Lawrencium)
    S:oredict.plateTinyLead.name=Крохотная пластина (Lead)
    S:oredict.plateTinyLemurite.name=Крохотная пластина (Lemurite)
    S:oredict.plateTinyLicorice.name=Крохотная пластина (Licorice)
    S:oredict.plateTinyLignite.name=Крохотная пластина (Lignite Coal)
    S:oredict.plateTinyLigniteCoke.name=Крохотная пластина (Lignite Coke)
    S:oredict.plateTinyLimestone.name=Крохотная пластина (Limestone)
    S:oredict.plateTinyLimewood.name=Крохотная планка (Limewood)
    S:oredict.plateTinyLithium.name=Крохотная пластина (Lithium)
    S:oredict.plateTinyLithium6.name=Крохотная пластина (Lithium-6)
    S:oredict.plateTinyLivermorium.name=Крохотная пластина (Livermorium)
    S:oredict.plateTinyLivingrock.name=Крохотная пластина (Livingrock)
    S:oredict.plateTinyLivingwood.name=Крохотная планка (Livingwood)
    S:oredict.plateTinyLocust.name=Крохотная планка (Locust)
    S:oredict.plateTinyLogwood.name=Крохотная планка (Logwood)
    S:oredict.plateTinyLonsdaleite.name=Крохотная пластина (Lonsdaleite)
    S:oredict.plateTinyLudicrite.name=Крохотная пластина (Ludicrite)
    S:oredict.plateTinyLumium.name=Крохотная пластина (Lumium)
    S:oredict.plateTinyLutetium.name=Крохотная пластина (Lutetium)
    S:oredict.plateTinyMaclura.name=Крохотная планка (Maclura)
    S:oredict.plateTinyMagic.name=Крохотная пластина (Magic)
    S:oredict.plateTinyMagicwood.name=Крохотная планка (Magicwood)
    S:oredict.plateTinyMagnalium.name=Крохотная пластина (Magnalium)
    S:oredict.plateTinyMagnesium.name=Крохотная пластина (Magnesium)
    S:oredict.plateTinyMahoe.name=Крохотная планка (Mahoe)
    S:oredict.plateTinyMahogany.name=Крохотная планка (Mahogany)
    S:oredict.plateTinyManasteel.name=Крохотная пластина (Manasteel)
    S:oredict.plateTinyManganese.name=Крохотная пластина (Manganese)
    S:oredict.plateTinyMangrove.name=Крохотная планка (Mangrove)
    S:oredict.plateTinyManyullyn.name=Крохотная пластина (Manyullyn)
    S:oredict.plateTinyMaple.name=Крохотная планка (Maple)
    S:oredict.plateTinyMarble.name=Крохотная пластина (Marble)
    S:oredict.plateTinyMarsSand.name=Крохотная пластина (Mars Sand)
    S:oredict.plateTinyMarsStone.name=Крохотная пластина (Mars)
    S:oredict.plateTinyMarshmallow.name=Крохотная планка (Marshmallow)
    S:oredict.plateTinyMauftrium.name=Крохотная пластина (Mauftrium)
    S:oredict.plateTinyMeitnerium.name=Крохотная пластина (Meitnerium)
    S:oredict.plateTinyMelodicAlloy.name=Крохотная пластина (Melodic Alloy)
    S:oredict.plateTinyMendelevium.name=Крохотная пластина (Mendelevium)
    S:oredict.plateTinyMercury.name=Крохотная пластина (Mercury)
    S:oredict.plateTinyMeteoricBlackSteel.name=Крохотная пластина (Meteoric Black Steel)
    S:oredict.plateTinyMeteoricBlueSteel.name=Крохотная пластина (Meteoric Blue Steel)
    S:oredict.plateTinyMeteoricIron.name=Крохотная пластина (Meteoric Iron)
    S:oredict.plateTinyMeteoricRedSteel.name=Крохотная пластина (Meteoric Red Steel)
    S:oredict.plateTinyMeteoricSteel.name=Крохотная пластина (Meteoric Steel)
    S:oredict.plateTinyMeteorite.name=Крохотная пластина (Meteorite)
    S:oredict.plateTinyMeutoite.name=Крохотная пластина (Meutoite)
    S:oredict.plateTinyMidasium.name=Крохотная пластина (Midasium)
    S:oredict.plateTinyMigmatite.name=Крохотная пластина (Migmatite)
    S:oredict.plateTinyMingrade.name=Крохотная пластина (Red Copper)
    S:oredict.plateTinyMithril.name=Крохотная пластина (Mithril)
    S:oredict.plateTinyMolybdenum.name=Крохотная пластина (Molybdenum)
    S:oredict.plateTinyMoonStone.name=Крохотная пластина (Moon)
    S:oredict.plateTinyMoonTurf.name=Крохотная пластина (Moon Turf)
    S:oredict.plateTinyMoscovium.name=Крохотная пластина (Moscovium)
    S:oredict.plateTinyMuspelheimPower.name=Крохотная пластина (Muspelheim Power)
    S:oredict.plateTinyNaquadah.name=Крохотная пластина (Naquadah)
    S:oredict.plateTinyNaquadahEnriched.name=Крохотная пластина (Enriched Naquadah)
    S:oredict.plateTinyNaquadria.name=Крохотная пластина (Naquadria)
    S:oredict.plateTinyNeodymium.name=Крохотная пластина (Neodymium)
    S:oredict.plateTinyNeodymiumMagnetic.name=Крохотная пластина (Magnetic Neodymium)
    S:oredict.plateTinyNeptunium.name=Крохотная пластина (Neptunium)
    S:oredict.plateTinyNetherBrick.name=Крохотная пластина (Nether Brick)
    S:oredict.plateTinyNetherite.name=Крохотная пластина (Netherite)
    S:oredict.plateTinyNetherizedDiamond.name=Крохотная пластина (Netherized Diamond)
    S:oredict.plateTinyNetherrack.name=Крохотная пластина (Netherrack)
    S:oredict.plateTinyNichrome.name=Крохотная пластина (Nichrome)
    S:oredict.plateTinyNickel.name=Крохотная пластина (Nickel)
    S:oredict.plateTinyNiflheimPower.name=Крохотная пластина (Niflheim Power)
    S:oredict.plateTinyNihonium.name=Крохотная пластина (Nihonium)
    S:oredict.plateTinyNikolineAlloy.name=Крохотная пластина (Nikoline Alloy)
    S:oredict.plateTinyNiobium.name=Крохотная пластина (Niobium)
    S:oredict.plateTinyNiobiumNitride.name=Крохотная пластина (Niobium Nitride)
    S:oredict.plateTinyNiobiumTitanium.name=Крохотная пластина (Niobium Titanium)
    S:oredict.plateTinyNobelium.name=Крохотная пластина (Nobelium)
    S:oredict.plateTinyOak.name=Крохотная планка (Oak)
    S:oredict.plateTinyObsidian.name=Крохотная пластина (Obsidian)
    S:oredict.plateTinyObsidianRefined.name=Крохотная пластина (Refined Obsidian)
    S:oredict.plateTinyObsidianSteel.name=Крохотная пластина (Obsidian Steel)
    S:oredict.plateTinyOctine.name=Крохотная пластина (Octine)
    S:oredict.plateTinyOganesson.name=Крохотная пластина (Oganesson)
    S:oredict.plateTinyOgrewood.name=Крохотная планка (Ogrewood)
    S:oredict.plateTinyOlivewood.name=Крохотная планка (Olivewood)
    S:oredict.plateTinyOrichalcum.name=Крохотная пластина (Orichalcum)
    S:oredict.plateTinyOriharukon.name=Крохотная пластина (Oriharukon)
    S:oredict.plateTinyOsmiridium.name=Крохотная пластина (Osmiridium)
    S:oredict.plateTinyOsmiumElemental.name=Крохотная пластина (Osmium)
    S:oredict.plateTinyOureclase.name=Крохотная пластина (Oureclase)
    S:oredict.plateTinyPEZ.name=Крохотная пластина (PEZ)
    S:oredict.plateTinyPadauk.name=Крохотная планка (Padauk)
    S:oredict.plateTinyPalladium.name=Крохотная пластина (Palladium)
    S:oredict.plateTinyPalm.name=Крохотная планка (Palm)
    S:oredict.plateTinyPalygorskite.name=Крохотная пластина (Palygorskite Clay)
    S:oredict.plateTinyPapayawood.name=Крохотная планка (Papayawood)
    S:oredict.plateTinyPaper.name=Крохотный листок бумаги
    S:oredict.plateTinyPeanutWood.name=Крохотная планка (Peanut Wood)
    S:oredict.plateTinyPearwood.name=Крохотная планка (Pearwood)
    S:oredict.plateTinyPetrifiedWood.name=Крохотная планка (Petrified Wood)
    S:oredict.plateTinyPetroleumCoke.name=Крохотная пластина (Petroleum Coke)
    S:oredict.plateTinyPigIron.name=Крохотная пластина (Pig Iron)
    S:oredict.plateTinyPine.name=Крохотная планка (Pine)
    S:oredict.plateTinyPinkIvory.name=Крохотная планка (Pink Ivory)
    S:oredict.plateTinyPinkschist.name=Крохотная пластина (Pink Schist)
    S:oredict.plateTinyPitstone.name=Крохотная пластина (Pitstone)
    S:oredict.plateTinyPlastic.name=Крохотный лист (Plastic)
    S:oredict.plateTinyPlatinum.name=Крохотная пластина (Platinum)
    S:oredict.plateTinyPlumwood.name=Крохотная планка (Plumwood)
    S:oredict.plateTinyPlutonium.name=Крохотная пластина (Plutonium)
    S:oredict.plateTinyPlutonium238.name=Крохотная пластина (Plutonium-238)
    S:oredict.plateTinyPlutonium239.name=Крохотная пластина (Plutonium-239)
    S:oredict.plateTinyPlutonium240.name=Крохотная пластина (Plutonium-240)
    S:oredict.plateTinyPlutonium241.name=Крохотная пластина (Plutonium-241)
    S:oredict.plateTinyPlutonium243.name=Крохотная пластина (Plutonium-243)
    S:oredict.plateTinyPolonium.name=Крохотная пластина (Polonium)
    S:oredict.plateTinyPoplar.name=Крохотная планка (Poplar)
    S:oredict.plateTinyPorcelain.name=Крохотная пластина (Porcelain)
    S:oredict.plateTinyPotassium.name=Крохотная пластина (Potassium)
    S:oredict.plateTinyPraseodymium.name=Крохотная пластина (Praseodymium)
    S:oredict.plateTinyPrismane.name=Крохотная пластина (Prismane)
    S:oredict.plateTinyPrometheum.name=Крохотная пластина (Prometheum)
    S:oredict.plateTinyPromethium.name=Крохотная пластина (Promethium)
    S:oredict.plateTinyProtactinium.name=Крохотная пластина (Protactinium)
    S:oredict.plateTinyPulsatingIron.name=Крохотная пластина (Pulsating Iron)
    S:oredict.plateTinyPumice.name=Крохотная пластина (Pumice)
    S:oredict.plateTinyPurpleAlloy.name=Крохотная пластина (Purple Alloy)
    S:oredict.plateTinyPurpleheart.name=Крохотная планка (Purpleheart)
    S:oredict.plateTinyRadium.name=Крохотная пластина (Radium)
    S:oredict.plateTinyRainbowEucalyptus.name=Крохотная планка (Rainbow Eucalyptus)
    S:oredict.plateTinyRainbowood.name=Крохотная планка (Rainbowood)
    S:oredict.plateTinyRedAlloy.name=Крохотная пластина (Red Alloy)
    S:oredict.plateTinyRedSteel.name=Крохотная пластина (Red Steel)
    S:oredict.plateTinyRedrock.name=Крохотная пластина (Redrock)
    S:oredict.plateTinyRedstoneAlloy.name=Крохотная пластина (Redstone Alloy)
    S:oredict.plateTinyRedwood.name=Крохотная планка (Redwood)
    S:oredict.plateTinyRhenium.name=Крохотная пластина (Rhenium)
    S:oredict.plateTinyRhodium.name=Крохотная пластина (Rhodium)
    S:oredict.plateTinyRhyolite.name=Крохотная пластина (Rhyolite)
    S:oredict.plateTinyRoentgenium.name=Крохотная пластина (Roentgenium)
    S:oredict.plateTinyRoseGold.name=Крохотная пластина (Rose Gold)
    S:oredict.plateTinyRosewood.name=Крохотная планка (Rosewood)
    S:oredict.plateTinyRowan.name=Крохотная планка (Rowan)
    S:oredict.plateTinyRubber.name=Крохотный лист (Rubber)
    S:oredict.plateTinyRubidium.name=Крохотная пластина (Rubidium)
    S:oredict.plateTinyRubracium.name=Крохотная пластина (Rubracium)
    S:oredict.plateTinyRuthenium.name=Крохотная пластина (Ruthenium)
    S:oredict.plateTinyRutherfordium.name=Крохотная пластина (Rutherfordium)
    S:oredict.plateTinySacredOak.name=Крохотная планка (Sacred Oak)
    S:oredict.plateTinySakura.name=Крохотная планка (Sakura)
    S:oredict.plateTinySamarium.name=Крохотная пластина (Samarium)
    S:oredict.plateTinySanguinite.name=Крохотная пластина (Sanguinite)
    S:oredict.plateTinyScandium.name=Крохотная пластина (Scandium)
    S:oredict.plateTinySeaborgium.name=Крохотная пластина (Seaborgium)
    S:oredict.plateTinySequoia.name=Крохотная планка (Sequoia)
    S:oredict.plateTinyShadowIron.name=Крохотная пластина (Shadow Iron)
    S:oredict.plateTinyShadowSteel.name=Крохотная пластина (Shadow Steel)
    S:oredict.plateTinyShale.name=Крохотная пластина (Shale)
    S:oredict.plateTinyShimmerwood.name=Крохотная планка (Shimmerwood)
    S:oredict.plateTinySignalum.name=Крохотная пластина (Signalum)
    S:oredict.plateTinySilicon.name=Крохотная пластина (Silicon)
    S:oredict.plateTinySiltstone.name=Крохотная пластина (Siltstone)
    S:oredict.plateTinySilver.name=Крохотная пластина (Silver)
    S:oredict.plateTinySilverPine.name=Крохотная планка (Silver Pine)
    S:oredict.plateTinySilverwood.name=Крохотная планка (Silverwood)
    S:oredict.plateTinySkyroot.name=Крохотная планка (Skyroot)
    S:oredict.plateTinySlate.name=Крохотная пластина (Slate)
    S:oredict.plateTinySodium.name=Крохотная пластина (Sodium)
    S:oredict.plateTinySolderingAlloy.name=Крохотная пластина (Soldering Alloy)
    S:oredict.plateTinySoularium.name=Крохотная пластина (Soularium)
    S:oredict.plateTinySpaceStone.name=Крохотная пластина (Space)
    S:oredict.plateTinySpectreIron.name=Крохотная пластина (Spectre Iron)
    S:oredict.plateTinySpruce.name=Крохотная планка (Spruce)
    S:oredict.plateTinyStainlessSteel.name=Крохотная пластина (Stainless Steel)
    S:oredict.plateTinySteel.name=Крохотная пластина (Steel)
    S:oredict.plateTinySteelGalvanized.name=Крохотная пластина (Galvanized Steel)
    S:oredict.plateTinySteelMagnetic.name=Крохотная пластина (Magnetic Steel)
    S:oredict.plateTinySteeleaf.name=Крохотная планка (Steeleaf)
    S:oredict.plateTinyStellarAlloy.name=Крохотная пластина (Stellar Alloy)
    S:oredict.plateTinySterlingSilver.name=Крохотная пластина (Sterling Silver)
    S:oredict.plateTinyStone.name=Крохотная пластина (Stone)
    S:oredict.plateTinyStrontium.name=Крохотная пластина (Strontium)
    S:oredict.plateTinySunnarium.name=Крохотная пластина (Sunnarium)
    S:oredict.plateTinySweetgum.name=Крохотная планка (Sweetgum)
    S:oredict.plateTinySycamore.name=Крохотная планка (Sycamore)
    S:oredict.plateTinySyrmorite.name=Крохотная пластина (Syrmorite)
    S:oredict.plateTinySyzgium.name=Крохотная планка (Syzgium)
    S:oredict.plateTinyTantalum.name=Крохотная пластина (Tantalum)
    S:oredict.plateTinyTantalumHafniumCarbide.name=Крохотная пластина (Tantalum Hafnium Carbide)
    S:oredict.plateTinyTartarite.name=Крохотная пластина (Tartarite)
    S:oredict.plateTinyTeak.name=Крохотная планка (Teak)
    S:oredict.plateTinyTechnetium.name=Крохотная пластина (Technetium)
    S:oredict.plateTinyTellurium.name=Крохотная пластина (Tellurium)
    S:oredict.plateTinyTerbium.name=Крохотная пластина (Terbium)
    S:oredict.plateTinyTerrasteel.name=Крохотная пластина (Terrasteel)
    S:oredict.plateTinyThallium.name=Крохотная пластина (Thallium)
    S:oredict.plateTinyThaumium.name=Крохотная пластина (Thaumium)
    S:oredict.plateTinyThorium.name=Крохотная пластина (Thorium)
    S:oredict.plateTinyThorntree.name=Крохотная планка (Thorntree)
    S:oredict.plateTinyThulium.name=Крохотная пластина (Thulium)
    S:oredict.plateTinyTin.name=Крохотная пластина (Tin)
    S:oredict.plateTinyTinAlloy.name=Крохотная пластина (Tin Alloy)
    S:oredict.plateTinyTitanium.name=Крохотная пластина (Titanium)
    S:oredict.plateTinyTitaniumAluminide.name=Крохотная пластина (Titanium Aluminide)
    S:oredict.plateTinyTitaniumGold.name=Крохотная пластина (Titanium-Gold)
    S:oredict.plateTinyTitaniumIridium.name=Крохотная пластина (Iritanium)
    S:oredict.plateTinyTowerwood.name=Крохотная планка (Towerwood)
    S:oredict.plateTinyTrinaquadalloy.name=Крохотная пластина (Trinaquadalloy)
    S:oredict.plateTinyTrinitanium.name=Крохотная пластина (Trinitanium)
    S:oredict.plateTinyTrinium.name=Крохотная пластина (Trinium)
    S:oredict.plateTinyTritanium.name=Крохотная пластина (Tritanium Alloy)
    S:oredict.plateTinyTungsten.name=Крохотная пластина (Tungsten)
    S:oredict.plateTinyTungstenCarbide.name=Крохотная пластина (Tungsten Carbide)
    S:oredict.plateTinyTungstenSintered.name=Крохотная пластина (Sintered Tungsten)
    S:oredict.plateTinyTungstensteel.name=Крохотная пластина (Tungstensteel)
    S:oredict.plateTinyUltimet.name=Крохотная пластина (Ultimet)
    S:oredict.plateTinyUmber.name=Крохотная пластина (Umberstone)
    S:oredict.plateTinyUnbinilium.name=Крохотная пластина (Unbinilium)
    S:oredict.plateTinyUnstable.name=Крохотная пластина (Unstable)
    S:oredict.plateTinyUnunennium.name=Крохотная пластина (Ununennium)
    S:oredict.plateTinyUranium.name=Крохотная пластина (Uranium)
    S:oredict.plateTinyUranium233.name=Крохотная пластина (Uranium-233)
    S:oredict.plateTinyUranium235.name=Крохотная пластина (Uranium-235)
    S:oredict.plateTinyVanadium.name=Крохотная пластина (Vanadium)
    S:oredict.plateTinyVanadiumGallium.name=Крохотная пластина (Vanadium-Gallium)
    S:oredict.plateTinyVanadiumSteel.name=Крохотная пластина (Vanadiumsteel)
    S:oredict.plateTinyVibramantium.name=Крохотная пластина (Vibramantium)
    S:oredict.plateTinyVibraniumSilver.name=Крохотная пластина (Vibranium Silver)
    S:oredict.plateTinyVibraniumSteel.name=Крохотная пластина (Vibranium Steel)
    S:oredict.plateTinyVibrantAlloy.name=Крохотная пластина (Vibrant Alloy)
    S:oredict.plateTinyVividAlloy.name=Крохотная пластина (Vivid Alloy)
    S:oredict.plateTinyVoidMetal.name=Крохотная пластина (Void Metal)
    S:oredict.plateTinyVulcanite.name=Крохотная пластина (Vulcanite)
    S:oredict.plateTinyVyroxeres.name=Крохотная пластина (Vyroxeres)
    S:oredict.plateTinyWalnutwood.name=Крохотная планка (Walnutwood)
    S:oredict.plateTinyWarpedwood.name=Крохотная планка (Warped Wood)
    S:oredict.plateTinyWax.name=Крохотная пластина (Wax)
    S:oredict.plateTinyWaxAmnesic.name=Крохотная пластина (Amnesic Wax)
    S:oredict.plateTinyWaxBee.name=Крохотная пластина (Bees Wax)
    S:oredict.plateTinyWaxMagic.name=Крохотная пластина (Magic Wax)
    S:oredict.plateTinyWaxParaffin.name=Крохотная пластина (Paraffin Wax)
